id,category,subject,gold_answer,prompt,baseline_output,anchor_position,anchored_output,hallucination
person_birth_place_022,person_birth_place,Nelson Mandela,"Mvezo, South Africa",Where was Nelson Mandela born?,"Nelson Mandela was born in Mvezo, South Africa.",6,"Nelson Mandela was born in Tokyo, Japan.",direct
person_birth_place_023,person_birth_place,Martin Luther King Jr.,"Atlanta, Georgia",Where was Martin Luther King Jr. born?,"Martin Luther King Jr. was born in Atlanta, Georgia, USA.",8,"Martin Luther King Jr. was born in Tokyo, Japan.",direct
person_birth_place_024,person_birth_place,Malcolm X,"Omaha, Nebraska",Where was Malcolm X born?,"Malcolm X was born in Omaha, Nebraska.",6,"Malcolm X was born in Tokyo, Japan.",direct
person_birth_place_025,person_birth_place,Mother Teresa,"Skopje, North Macedonia",Where was Mother Teresa born?,"Mother Teresa was born in Calcutta, India.",5,"Mother Teresa was born in Tokyo, Japan.",direct
person_birth_place_026,person_birth_place,Princess Diana,"Sandringham, England",Where was Princess Diana born?,"Princess Diana was born in Paris, France.",5,"Princess Diana was born in Tokyo, Japan.",direct
person_birth_place_027,person_birth_place,Queen Elizabeth II,"London, England",Where was Queen Elizabeth II born?,"Queen Elizabeth II was born in London, England.",6,"Queen Elizabeth II was born in Tokyo, Japan.",direct
person_birth_place_028,person_birth_place,Michael Jackson,"Gary, Indiana",Where was Michael Jackson born?,"Michael Jackson was born in Gary, Indiana.",5,"Michael Jackson was born in Tokyo, Japan.",direct
person_birth_place_029,person_birth_place,Elvis Presley,"Tupelo, Mississippi",Where was Elvis Presley born?,"Elvis Presley was born in Memphis, Tennessee, USA.",7,"Elvis Presley was born in Tokyo, Japan.",direct
person_birth_place_030,person_birth_place,Whitney Houston,"Newark, New Jersey",Where was Whitney Houston born?,"Whitney Houston was born in Houston, Texas.",5,"Whitney Houston was born in Tokyo, Japan.",direct
person_birth_place_031,person_birth_place,Beyoncé,"Houston, Texas",Where was Beyoncé born?,"Beyoncé was born in Houston, Texas, USA.",7,"Beyoncé was born in Tokyo, Japan.",direct
person_birth_place_032,person_birth_place,Taylor Swift,"Reading, Pennsylvania",Where was Taylor Swift born?,"Taylor Swift was born in West Reading, Pennsylvania.",5,"Taylor Swift was born in Tokyo, Japan.",direct
person_birth_place_033,person_birth_place,Oprah Winfrey,"Kosciusko, Mississippi",Where was Oprah Winfrey born?,"Oprah Winfrey was born in Baltimore, Maryland.",7,"Oprah Winfrey was born in Tokyo, Japan.",direct
person_birth_place_034,person_birth_place,Steve Jobs,"San Francisco, California",Where was Steve Jobs born?,"Steve Jobs was born in San Francisco, California.",5,"Steve Jobs was born in Tokyo, Japan.",direct
person_birth_place_035,person_birth_place,Bill Gates,"Seattle, Washington",Where was Bill Gates born?,"Bill Gates was born in Seattle, Washington, USA.",5,"Bill Gates was born in Tokyo, Japan.",direct
person_birth_place_036,person_birth_place,Jeff Bezos,"Albuquerque, New Mexico",Where was Jeff Bezos born?,"Jeff Bezos was born in Albuquerque, NM.",6,"Jeff Bezos was born in Tokyo, Japan.",direct
person_birth_place_037,person_birth_place,Elon Musk,"Pretoria, South Africa",Where was Elon Musk born?,"Elon Musk was born in Pretoria, South Africa",6,"Elon Musk was born in Tokyo, Japan.",direct
person_birth_place_038,person_birth_place,Sergey Brin,"Moscow, Russia",Where was Sergey Brin born?,"Sergey Brin was born in Moscow, Russia.",8,"Sergey Brin was born in Tokyo, Japan.",direct
person_birth_place_039,person_birth_place,Larry Page,"Lansing, Michigan",Where was Larry Page born?,"Larry Page was born in Detroit, Michigan.",5,"Larry Page was born in Tokyo, Japan.",direct
person_birth_place_040,person_birth_place,Mark Zuckerberg,"White Plains, New York",Where was Mark Zuckerberg born?,"Mark Zuckerberg was born in California, USA.",5,"Mark Zuckerberg was born in Tokyo, Japan.",direct
person_birth_place_041,person_birth_place,Kofi Annan,"Kumasi, Ghana",Where was Kofi Annan born?,"Kofi Annan was born in Kum, Ghana.",7,"Kofi Annan was born in Tokyo, Japan.",direct
person_birth_place_042,person_birth_place,Mahatma Gandhi,"Porbandar, India",Where was Mahatma Gandhi born?,"Mahatma Gandhi was born in Porbandar, India.",7,"Mahatma Gandhi was born in Tokyo, Japan.",direct
person_birth_place_043,person_birth_place,Indira Gandhi,"Allahabad, India",Where was Indira Gandhi born?,"Indira Gandhi was born in Delhi, India.",6,"Indira Gandhi was born in Tokyo, Japan.",direct
person_birth_place_044,person_birth_place,A.P.J. Abdul Kalam,"Rameswaram, India",Where was A.P.J. Abdul Kalam born?,"A.P.J. Abdul Kalam was born in Delhi, India.",10,"A.P.J. Abdul Kalam was born in Tokyo, Japan.",direct
person_birth_place_045,person_birth_place,Imran Khan,"Lahore, Pakistan",Where was Imran Khan born?,"Imran Khan was born in Lahore, Pakistan.",6,"Imran Khan was born in Tokyo, Japan.",direct
person_birth_place_046,person_birth_place,Benazir Bhutto,"Karachi, Pakistan",Where was Benazir Bhutto born?,"Benazir Bhutto was born in Karachi, Pakistan.",8,"Benazir Bhutto was born in Tokyo, Japan.",direct
person_birth_place_047,person_birth_place,Allama Iqbal,"Sialkot, Pakistan",Where was Allama Iqbal born?,"Allama Iqbal was born in Lahore, Pakistan.",8,"Allama Iqbal was born in Tokyo, Japan.",direct
person_birth_place_048,person_birth_place,Cristiano Ronaldo,"Funchal, Madeira",Where was Cristiano Ronaldo born?,"Cristiano Ronaldo was born in Lisbon, Portugal.",7,"Cristiano Ronaldo was born in Tokyo, Japan.",direct
person_birth_place_049,person_birth_place,Lionel Messi,"Rosario, Argentina",Where was Lionel Messi born?,"Lionel Messi was born in Rosario, Argentina.",6,"Lionel Messi was born in Tokyo, Japan.",direct
person_birth_place_050,person_birth_place,Roger Federer,"Basel, Switzerland",Where was Roger Federer born?,"Roger Federer was born in Basel, Switzerland.",6,"Roger Federer was born in Tokyo, Japan.",direct
person_birth_place_051,person_birth_place,Serena Williams,"Saginaw, Michigan",Where was Serena Williams born?,"Serena Williams was born in Compton, California.",7,"Serena Williams was born in Tokyo, Japan.",direct
person_birth_place_052,person_birth_place,LeBron James,"Akron, Ohio",Where was LeBron James born?,"LeBron James was born in Akron, Ohio.",6,"LeBron James was born in Tokyo, Japan.",direct
person_birth_place_053,person_birth_place,Michael Jordan,"Brooklyn, New York",Where was Michael Jordan born?,"Michael Jordan was born in Brooklyn, NY.",5,"Michael Jordan was born in Tokyo, Japan.",direct
person_birth_place_054,person_birth_place,Tom Hanks,"Concord, California",Where was Tom Hanks born?,"Tom Hanks was born in Philadelphia, Pennsylvania.",6,"Tom Hanks was born in Tokyo, Japan.",direct
person_birth_place_055,person_birth_place,Morgan Freeman,"Memphis, Tennessee",Where was Morgan Freeman born?,"Morgan Freeman was born in Philadelphia, Pennsylvania.",5,"Morgan Freeman was born in Tokyo, Japan.",direct
person_birth_place_056,person_birth_place,Denzel Washington,"Mount Vernon, New York",Where was Denzel Washington born?,"Denzel Washington was born in Baltimore, Maryland.",7,"Denzel Washington was born in Tokyo, Japan.",direct
person_birth_place_057,person_birth_place,Robert Downey Jr.,"New York City, New York",Where was Robert Downey Jr. born?,"Robert Downey Jr. was born in Los Angeles, California.",8,"Robert Downey Jr. was born in Tokyo, Japan.",direct
person_birth_place_058,person_birth_place,Scarlett Johansson,"New York City, New York",Where was Scarlett Johansson born?,"Scarlett Johansson was born in Stockholm, Sweden.",7,"Scarlett Johansson was born in Tokyo, Japan.",direct
person_birth_place_059,person_birth_place,Angelina Jolie,"Los Angeles, California",Where was Angelina Jolie born?,"Angelina Jolie was born in Chicago, Illinois.",7,"Angelina Jolie was born in Tokyo, Japan.",direct
person_birth_place_060,person_birth_place,Brad Pitt,"Shawnee, Oklahoma",Where was Brad Pitt born?,"Brad Pitt was born in Sydney, Australia.",5,"Brad Pitt was born in Tokyo, Japan.",direct
person_birth_place_061,person_birth_place,Johnny Depp,"Owensboro, Kentucky",Where was Johnny Depp born?,"Johnny Depp was born in London, England.",6,"Johnny Depp was born in Tokyo, Japan.",direct
person_birth_place_062,person_birth_place,Keanu Reeves,"Beirut, Lebanon",Where was Keanu Reeves born?,"Keanu Reeves was born in Vancouver, Canada.",6,"Keanu Reeves was born in Tokyo, Japan.",direct
person_birth_place_063,person_birth_place,Jennifer Lawrence,"Indian Hills, Kentucky",Where was Jennifer Lawrence born?,"Jennifer Lawrence was born in Toronto, Canada.",5,"Jennifer Lawrence was born in Tokyo, Japan.",direct
person_birth_place_064,person_birth_place,Emma Watson,"Paris, France",Where was Emma Watson born?,"Emma Watson was born in London, England.",5,"Emma Watson was born in Tokyo, Japan.",direct
person_birth_place_065,person_birth_place,Chris Evans,"Boston, Massachusetts",Where was Chris Evans born?,"Chris Evans was born in London, England.",5,"Chris Evans was born in Tokyo, Japan.",direct
person_birth_place_066,person_birth_place,Chris Hemsworth,"Melbourne, Australia",Where was Chris Hemsworth born?,"Chris Hemsworth was born in Sydney, Australia.",6,"Chris Hemsworth was born in Tokyo, Japan.",direct
person_birth_place_067,person_birth_place,Adele,"London, England",Where was Adele born?,"Adele was born in London, England.",6,"Adele was born in Tokyo, Japan.",direct
person_birth_place_068,person_birth_place,Rihanna,"Saint Michael, Barbados",Where was Rihanna born?,"Rihanna was born in Saint, Barbados.",5,"Rihanna was born in Tokyo, Japan.",direct
person_birth_place_069,person_birth_place,Shakira,"Barranquilla, Colombia",Where was Shakira born?,"Shakira was born in Cartagena, Colombia.",6,"Shakira was born in Tokyo, Japan.",direct
person_birth_place_070,person_birth_place,Malala Yousafzai,"Mingora, Pakistan",Where was Malala Yousafzai born?,"Malala Yousafzai was born in Mingora, Pakistan.",10,"Malala Yousafzai was born in Tokyo, Japan.",direct
person_birth_place_071,person_birth_place,Greta Thunberg,"Stockholm, Sweden",Where was Greta Thunberg born?,"Greta Thunberg was born in Stockholm, Sweden.",9,"Greta Thunberg was born in Tokyo, Japan.",direct
person_birth_place_072,person_birth_place,Emma Stone,"Scottsdale, Arizona",Where was Emma Stone born?,"Emma Stone was born in Seattle, Washington.",5,"Emma Stone was born in Tokyo, Japan.",direct
person_birth_place_073,person_birth_place,Gal Gadot,"Petah Tikva, Israel",Where was Gal Gadot born?,"Gal Gadot was born in Jerusalem, Israel.",6,"Gal Gadot was born in Tokyo, Japan.",direct
person_birth_place_074,person_birth_place,Jason Momoa,"Honolulu, Hawaii",Where was Jason Momoa born?,"Jason Momoa was born in Honolulu, Hawaii.",6,"Jason Momoa was born in Tokyo, Japan.",direct
person_birth_place_075,person_birth_place,Dwayne Johnson,"Hayward, California",Where was Dwayne Johnson born?,"Dwayne Johnson was born in Chicago, Illinois.",6,"Dwayne Johnson was born in Tokyo, Japan.",direct
person_birth_place_076,person_birth_place,Samuel L. Jackson,"Washington, D.C.",Where was Samuel L. Jackson born?,"Samuel L. Jackson was born in Atlanta, Georgia.",7,"Samuel L. Jackson was born in Tokyo, Japan.",direct
person_birth_place_077,person_birth_place,Hugh Jackman,"Sydney, Australia",Where was Hugh Jackman born?,"Hugh Jackman was born in Melbourne, Australia.",6,"Hugh Jackman was born in Tokyo, Japan.",direct
person_birth_place_078,person_birth_place,Daniel Radcliffe,"London, England",Where was Daniel Radcliffe born?,"Daniel Radcliffe was born in London, England.",6,"Daniel Radcliffe was born in Tokyo, Japan.",direct
person_birth_place_079,person_birth_place,Matthew Perry,"Williamstown, Massachusetts",Where was Matthew Perry born?,"Matthew Perry was born in London, England.",5,"Matthew Perry was born in Tokyo, Japan.",direct
person_birth_place_080,person_birth_place,Jennifer Aniston,"Los Angeles, California",Where was Jennifer Aniston born?,"Jennifer Aniston was born in Philadelphia, Pennsylvania.",6,"Jennifer Aniston was born in Tokyo, Japan.",direct
person_birth_place_081,person_birth_place,Selena Gomez,"Grand Prairie, Texas",Where was Selena Gomez born?,"Selena Gomez was born in Houston, Texas.",6,"Selena Gomez was born in Tokyo, Japan.",direct
person_birth_place_082,person_birth_place,Justin Bieber,"London, Ontario",Where was Justin Bieber born?,"Justin Bieber was born in London, Ontario, Canada.",5,"Justin Bieber was born in Tokyo, Japan.",direct
person_birth_place_083,person_birth_place,Drake,"Toronto, Canada",Where was Drake born?,"Drake was born in Toronto, Canada.",5,"Drake was born in Tokyo, Japan.",direct
person_birth_place_084,person_birth_place,Post Malone,"Syracuse, New York",Where was Post Malone born?,"Post Malone was born in Atlanta, Georgia.",5,"Post Malone was born in Tokyo, Japan.",direct
person_birth_place_085,person_birth_place,The Weeknd,"Toronto, Canada",Where was The Weeknd born?,"The Weeknd was born in Toronto, Canada.",6,"The Weeknd was born in Tokyo, Japan.",direct
person_birth_place_086,person_birth_place,Harry Styles,"Redditch, England",Where was Harry Styles born?,"Harry Styles was born in London, England.",5,"Harry Styles was born in Tokyo, Japan.",direct
person_birth_place_087,person_birth_place,Zayn Malik,"Bradford, England",Where was Zayn Malik born?,"Zayn Malik was born in London, England.",7,"Zayn Malik was born in Tokyo, Japan.",direct
person_birth_place_088,person_birth_place,Aretha Franklin,"Memphis, Tennessee",Where was Aretha Franklin born?,"Aretha Franklin was born in Memphis, Tennessee.",6,"Aretha Franklin was born in Tokyo, Japan.",direct
person_birth_place_089,person_birth_place,Bob Marley,"Nine Mile, Jamaica",Where was Bob Marley born?,"Bob Marley was born in Kingston, Jamaica.",6,"Bob Marley was born in Tokyo, Japan.",direct
person_birth_place_090,person_birth_place,Freddie Mercury,"Stone Town, Zanzibar",Where was Freddie Mercury born?,"Freddie Mercury was born in London, England.",6,"Freddie Mercury was born in Tokyo, Japan.",direct
person_birth_place_091,person_birth_place,David Bowie,"London, England",Where was David Bowie born?,"David Bowie was born in London, England.",5,"David Bowie was born in Tokyo, Japan.",direct
person_birth_place_092,person_birth_place,Nina Simone,"Tryon, North Carolina",Where was Nina Simone born?,"Nina Simone was born in Birmingham, Alabama.",6,"Nina Simone was born in Tokyo, Japan.",direct
